,In-Sample Actuals,In-Sample Predictions,In-Sample AE,In-Sample APE,In-Sample APA,In-Sample SE,Out-of-Sample Actuals,Out-of-Sample Predictions,Out-of-Sample AE,Out-of-Sample APE,Out-of-Sample APA,Out-of-Sample SE
0,0.0,0.019244339242244047,0.019244339242244047,,,0.0003703445928705742,3.0,4.542904234377704,1.542904234377704,0.5143014114592347,0.4856985885407653,2.3805534764606486
1,0.0,0.2493819345468633,0.2493819345468633,,,0.062191349278336014,1.0,2.726427258788696,1.726427258788696,1.726427258788696,-0.726427258788696,2.980551079888651
2,0.0,0.029598401320547158,0.029598401320547158,,,0.0008760653607321678,5.0,3.2664547963285413,1.7335452036714587,0.34670904073429176,0.6532909592657082,3.005178973172319
3,0.0,0.004386713822123849,0.004386713822123849,,,1.9243258157212423e-05,5.999999523162842,3.779238131025509,2.220761392137333,0.3701269281046009,0.6298730718953991,4.931781160807745
4,0.0,0.14624844655203206,0.14624844655203206,,,0.021388608118882577,3.0,4.0936356024860485,1.0936356024860485,0.36454520082868286,0.6354547991713171,1.1960388310250223
5,4.0,4.138418835785122,0.1384188357851217,0.03460470894628043,0.9653952910537196,0.01915977410010849,4.0,4.292710251240766,0.29271025124076644,0.07317756281019161,0.9268224371898084,0.08567929118143261
6,8.0,5.255078351707617,2.744921648292383,0.3431152060365479,0.6568847939634521,7.5345948552641735,7.0,4.1668216786920205,2.8331783213079795,0.4047397601868542,0.5952602398131458,8.026899400329501
7,2.0,2.2996078093711345,0.2996078093711345,0.14980390468556726,0.8501960953144327,0.08976483943617009,2.0,4.507076731622432,2.5070767316224316,1.2535383658112158,-0.2535383658112158,6.285433738242614
8,14.000000953674316,10.414577665620232,3.585423288054084,0.25610164598689444,0.7438983540131056,12.85526015452056,3.0,4.42712662933774,1.4271266293377396,0.4757088764459132,0.5242911235540868,2.0366904161648978
9,0.0,0.29149816227955794,0.29149816227955794,,,0.08497117861235949,4.0,4.2179047757555095,0.21790477575550948,0.05447619393887737,0.9455238060611226,0.04748249129705887
10,4.0,3.84242274171058,0.15757725828941993,0.03939431457235498,0.960605685427645,0.024830592330010563,2.0,4.253688463632458,2.253688463632458,1.126844231816229,-0.12684423181622906,5.07911169111003
11,3.0,2.9639190148828027,0.03608098511719726,0.012026995039065754,0.9879730049609342,0.0013018374870274103,5.0,4.4480921372232505,0.5519078627767495,0.1103815725553499,0.8896184274446501,0.3046022889947994
12,4.0,4.027870853138664,0.027870853138663776,0.006967713284665944,0.9930322867153341,0.0007767844546769645,10.000000953674316,4.498672822211464,5.501328131462852,0.5501327606815367,0.4498672393184633,30.264611210024555
13,5.0,5.4858382900092,0.4858382900092,0.09716765800183999,0.90283234199816,0.2360388440390635,5.0,4.548435661147433,0.45156433885256675,0.09031286777051335,0.9096871322294866,0.20391035212335573
14,5.999999523162842,5.135796045866339,0.8642034772965026,0.1440339243295383,0.8559660756704617,0.7468476501713667,5.999999523162842,4.385934772752626,1.6140647504102157,0.2690108131140946,0.7309891868859054,2.605205018516792
15,15.0,10.991217781581195,4.008782218418805,0.267252147894587,0.7327478521054129,16.070334874710795,11.0,4.419337671798769,6.580662328201231,0.5982420298364756,0.40175797016352444,43.30511667780684
16,2.0,1.8786224485328944,0.1213775514671056,0.0606887757335528,0.9393112242664472,0.01473251000014987,3.0,5.043642693330489,2.043642693330489,0.6812142311101631,0.3187857688898369,4.176475458003096
